JPY,CNY,HKD,MYR,NZD,SGD
148.92,7.6538,8.6909,4.9313,1.7668,1.4695
149.66,7.633,8.6687,4.9174,1.7717,1.4704
150.7,7.5791,8.6075,4.8948,1.7654,1.4646
149.35,7.5979,8.6199,4.8981,1.7864,1.4679
147.16,7.6454,8.6679,4.928,1.794,1.4749
147.67,7.6424,8.6655,4.9201,1.8032,1.4745
147.91,7.6289,8.652,4.9046,1.7887,1.4735
148.17,7.5837,8.6346,4.8821,1.7916,1.4684
146.92,7.5619,8.6157,4.8715,1.7913,1.4651
147.46,7.5298,8.5907,4.8564,1.7763,1.4599
147.24,7.5406,8.5816,4.8564,1.7668,1.4615
146.89,7.5436,8.6129,4.865,1.7637,1.4614
146.97,7.5433,8.62,4.8558,1.7717,1.4615
146.6,7.5761,8.6797,4.8673,1.7588,1.4665
146.81,7.5758,8.6468,4.8466,1.7624,1.4592
146.09,7.5183,8.5737,4.8193,1.7649,1.4538
145.28,7.508,8.5603,4.8184,1.7566,1.4526
143.49,7.5014,8.5682,4.8015,1.7387,1.4507
143.74,7.5265,8.5877,4.812,1.7349,1.4512
144.94,7.5034,8.5569,4.803,1.7336,1.4467
144.51,7.4832,8.5328,4.8035,1.7283,1.4464
144.83,7.4763,8.5367,4.7986,1.7392,1.4464
144.42,7.4898,8.5455,4.8143,1.7462,1.4465
143.58,7.4679,8.5147,4.7927,1.7405,1.4425
141.69,7.4554,8.51,4.7717,1.7382,1.4394
141.64,7.4131,8.4566,4.7633,1.7397,1.4351
139.85,7.3826,8.4344,4.7579,1.7329,1.433
142.87,7.4312,8.5396,4.8063,1.7373,1.4434
143.13,7.4238,8.4636,4.8047,1.7362,1.4391
142.63,7.4058,8.4547,4.8196,1.7412,1.4392
140.77,7.3739,8.4038,4.8076,1.7106,1.4354
140.57,7.3117,8.3387,4.7649,1.7014,1.4262
140.18,7.3045,8.3165,4.772,1.715,1.4276
139.51,7.2865,8.2796,4.7296,1.7006,1.4245
144.09,7.3758,8.4248,4.8177,1.7198,1.4428
141.96,7.3413,8.3963,4.8145,1.7225,1.444
144.7,7.3594,8.3095,4.7849,1.7292,1.4349
143.82,7.3515,8.2848,4.7715,1.7232,1.4279
144.7,7.3315,8.2777,4.7721,1.7242,1.4269
145.21,7.3975,8.3719,4.7699,1.7229,1.4357
144.64,7.3802,8.357,4.7673,1.7188,1.4324
144.55,7.3326,8.3325,4.7513,1.7069,1.4296
145.07,7.3285,8.3244,4.7463,1.7057,1.4307
144.82,7.3349,8.3866,4.7784,1.7048,1.4316
145.23,7.3663,8.3351,4.7653,1.7216,1.4314
143.88,7.3378,8.2818,4.7266,1.7185,1.4246
143.55,7.3398,8.2959,4.6883,1.7109,1.4239
143.32,7.3227,8.3291,4.7071,1.7039,1.4249
143.24,7.3367,8.3512,4.7275,1.7066,1.4252
143.76,7.3372,8.3645,4.7268,1.7092,1.4272
143.09,7.3191,8.3623,4.7291,1.7087,1.4259
143.18,7.3081,8.3349,4.709,1.7123,1.4231
143.31,7.3351,8.3985,4.7123,1.7033,1.4287
143.05,7.3229,8.3983,4.7,1.7063,1.4285
142.14,7.3314,8.4457,4.6786,1.6962,1.427
141.65,7.293,8.3885,4.6618,1.6846,1.4229
139.88,7.2837,8.3916,4.6314,1.6904,1.4199
140.8,7.2992,8.4551,4.6488,1.6906,1.4237
140.81,7.2841,8.4265,4.6144,1.6971,1.422
141.3,7.2608,8.3974,4.6035,1.6994,1.4199
142.41,7.309,8.4539,4.5884,1.7075,1.4266
140.45,7.3689,8.5802,4.657,1.6886,1.4331
141.12,7.3878,8.6183,4.6655,1.6855,1.4352
141.37,7.3452,8.5444,4.6471,1.6903,1.4303
141.27,7.3198,8.4898,4.6211,1.6858,1.4268
141.79,7.3601,8.5415,4.6272,1.6778,1.431
141.1,7.369,8.5061,4.6116,1.6759,1.4277
141.38,7.3893,8.5295,4.6255,1.6799,1.4292
141.17,7.3778,8.5202,4.6357,1.6792,1.4307
141.47,7.3642,8.5014,4.6448,1.6743,1.4337
141.65,7.373,8.5105,4.6588,1.6778,1.4328
140.86,7.3425,8.4775,4.6395,1.6852,1.4311
139.02,7.3424,8.4696,4.6591,1.6978,1.4326
139.79,7.3193,8.4814,4.6754,1.6683,1.428
139.5,7.3473,8.4807,4.6912,1.6957,1.4343
138.92,7.2791,8.4449,4.6665,1.6945,1.4288
139.02,7.2729,8.4471,4.689,1.7014,1.4311
140.61,7.27,8.4121,4.6955,1.6937,1.4309
142.61,7.2807,8.3974,4.6975,1.6912,1.4316
141.92,7.2732,8.374,4.6889,1.6879,1.429
141.35,7.2546,8.3508,4.68,1.6741,1.4244
141.3,7.2045,8.2006,4.6237,1.6889,1.4156
140.95,7.2863,8.2788,4.6517,1.6832,1.4213
138.74,7.2985,8.2864,4.6641,1.6775,1.4212
137.93,7.2863,8.2392,4.6439,1.6932,1.4188
139.62,7.3698,8.3389,4.7059,1.6886,1.4324
140.66,7.3582,8.3163,4.6984,1.6798,1.43
142.24,7.4151,8.2994,4.7106,1.6887,1.436
142.21,7.4224,8.2931,4.7055,1.6772,1.4323
141.68,7.3994,8.2874,4.699,1.6916,1.43
140.86,7.4198,8.2878,4.7002,1.6887,1.4337
140.42,7.4229,8.2883,4.7051,1.6918,1.4356
140.29,7.4219,8.2902,4.7197,1.685,1.4366
140.58,7.39,8.2488,4.6991,1.6816,1.4347
144.65,7.3901,8.2428,4.6912,1.6632,1.4378
145.53,7.4037,8.2632,4.6984,1.6687,1.4413
145.07,7.4007,8.2551,4.6918,1.6628,1.4406
143.68,7.4009,8.2751,4.6765,1.6508,1.4349
144.85,7.3637,8.2033,4.6704,1.6464,1.4288
144.86,7.367,8.2103,4.6652,1.6523,1.4284
143.3,7.3475,8.2169,4.6512,1.6482,1.426
143.75,7.3324,8.1889,4.6257,1.6547,1.4256
144.44,7.3476,8.1997,4.6301,1.6573,1.4286
143.33,7.3494,8.1813,4.6223,1.6583,1.4263
143.07,7.3573,8.2236,4.6255,1.6498,1.4271
141.32,7.3971,8.2035,4.6241,1.6453,1.4227
142.48,7.3965,8.1371,4.605,1.6446,1.4195
144.28,7.3437,8.0944,4.6147,1.6634,1.418
143.36,7.4289,8.0965,4.6735,1.6639,1.4237
144.9,7.5326,8.1782,4.6874,1.6827,1.4375
144.62,7.4425,8.1084,4.648,1.6651,1.4277
143.9,7.4442,8.1324,4.6806,1.6598,1.4319
145.75,7.3982,8.0708,4.7237,1.6718,1.4295
145.2,7.3344,8.0313,4.7055,1.6707,1.4167
145.33,7.3419,7.9989,4.6927,1.6766,1.4162
145.12,7.379,8.1092,4.7202,1.6757,1.4229
144.8,7.3859,8.077,4.7122,1.6986,1.4221
145.29,7.372,8.1444,4.7323,1.6897,1.425
144.84,7.3299,8.143,4.7208,1.6897,1.4238
144.86,7.2906,8.0852,4.7429,1.6957,1.4177
143.89,7.3267,8.0758,4.77,1.702,1.4199
145.47,7.2184,7.8128,4.6789,1.6984,1.3963
146.82,7.2813,7.8801,4.7098,1.7033,1.4061
146.25,7.2495,7.8468,4.7346,1.686,1.4022
146.18,7.2189,7.8444,4.7362,1.6834,1.4022
145.19,7.0894,7.7493,4.6872,1.6769,1.3891
144.58,7.1367,7.656,4.6271,1.6957,1.3878
145.75,7.2156,7.7774,4.6944,1.6844,1.3983
146.35,7.2165,7.8079,4.7119,1.6876,1.4017
147.4,7.238,7.7822,4.6873,1.7099,1.4038
146.79,7.2159,7.8107,4.6994,1.7151,1.4055
147.37,7.2552,7.8782,4.7324,1.7316,1.4154
147.32,7.1948,7.8678,4.7262,1.7249,1.4104
146.84,7.2072,7.7407,4.6697,1.7321,1.405
146.76,7.1544,7.7329,4.6674,1.7343,1.4008
147.59,7.0504,7.6376,4.6101,1.7347,1.3917
146.99,7.0858,7.7008,4.6396,1.7206,1.3959
146.34,7.0672,7.6757,4.6152,1.7264,1.3931
146.65,7.0805,7.72,4.6382,1.7251,1.3963
145,7.013,7.6448,4.5934,1.7404,1.3896
143.63,6.9952,7.6278,4.5689,1.7302,1.3852
142.94,6.9945,7.644,4.5691,1.7314,1.3949
142.34,6.9603,7.6192,4.5448,1.7372,1.3941
141.54,6.9669,7.6325,4.5436,1.7323,1.3967
141.16,6.9344,7.612,4.5091,1.7369,1.3939
141.92,6.9715,7.6906,4.5556,1.7328,1.3996
142.68,7.0164,7.74,4.5726,1.728,1.4057
143.18,7.0555,7.7831,4.5911,1.7419,1.4124
143.3,7.0384,7.7644,4.5939,1.7368,1.4148
141.49,6.9481,7.6647,4.5383,1.7263,1.4015
141.01,6.9368,7.6521,4.5201,1.7177,1.4001
140.46,6.9223,7.6192,4.4992,1.704,1.3961
138.39,6.9199,7.5084,4.4281,1.6998,1.3846
139.28,6.9156,7.5704,4.4466,1.6921,1.3838
139.07,6.9075,7.572,4.4401,1.6886,1.3842
139.43,6.9442,7.6567,4.4659,1.6846,1.3897
139.18,6.9804,7.7583,4.514,1.6832,1.3998
142.66,6.9821,7.7761,4.5097,1.6844,1.4006
143.34,7.003,7.8382,4.5516,1.6908,1.4074
143.42,7.0066,7.8416,4.5455,1.6807,1.4082
142.53,6.9787,7.8133,4.5141,1.6717,1.4025
143.43,6.9852,7.8423,4.5314,1.6689,1.4062
143.08,6.955,7.8405,4.5225,1.6675,1.4039
144.5,7.0467,7.9855,4.5869,1.6555,1.4186
144.49,7.0348,7.9709,4.5733,1.6499,1.4168
143.3,6.9543,7.8871,4.52,1.6463,1.4063
143.65,6.9564,7.8568,4.5051,1.6491,1.4054
143.2,6.8968,7.7596,4.4497,1.6459,1.3931
140.91,6.9091,7.7932,4.4676,1.6313,1.3947
139.47,6.8768,7.7867,4.4563,1.6289,1.3932
140.36,6.9031,7.8439,4.4809,1.6394,1.4013
139.34,6.9017,7.8511,4.4828,1.6389,1.4002
138.72,6.8947,7.8488,4.4755,1.6322,1.3969
138.71,6.9233,7.8751,4.4907,1.6245,1.3997
138.49,6.9044,7.8368,4.4837,1.6305,1.395
137.02,6.8671,7.8521,4.4706,1.6112,1.3906
136.07,6.8317,7.8234,4.4586,1.6006,1.3857
135.74,6.822,7.795,4.4559,1.6065,1.3857
136.34,6.7952,7.79,4.4557,1.6071,1.386
137.08,6.8457,7.8468,4.4854,1.6125,1.3958
137.67,6.8531,7.8877,4.5007,1.6203,1.3979
137.17,6.906,7.9844,4.5536,1.6145,1.4053
137.36,6.8917,7.9705,4.5413,1.6165,1.4051
136.11,6.8767,7.9449,4.5245,1.6012,1.398
135.61,6.905,7.9899,4.5465,1.6002,1.4036
137.47,6.9352,8.06,4.5709,1.5985,1.4106
136.57,6.9668,8.1118,4.5952,1.6045,1.4151
138.16,6.9222,8.046,4.5693,1.6211,1.4107
138.26,6.9106,8.0334,4.5592,1.6304,1.411
137.62,6.8931,8.0061,4.5477,1.6202,1.4058
136.22,6.9068,8.0328,4.5598,1.6248,1.4077
135.81,6.8769,7.9919,4.5387,1.6172,1.4037
136.18,6.883,8.0022,4.5435,1.6266,1.4069
133.9,6.9117,8.0257,4.5531,1.6254,1.4103
135.38,6.9105,8.0329,4.5568,1.616,1.4087
136.42,6.8705,8.0054,4.5386,1.6283,1.4088
137.26,6.8325,7.9456,4.5071,1.6172,1.4009
138.89,6.8534,7.9692,4.5263,1.6306,1.4088
138.35,6.8451,7.9466,4.5113,1.6235,1.4066
139.84,6.9094,8.0345,4.5586,1.6325,1.4176
139.51,6.8852,7.9985,4.5366,1.6265,1.4151
141.46,6.904,8.0056,4.5457,1.6479,1.4218
140.92,6.8892,8.0062,4.5406,1.6308,1.4204
141.01,6.9064,8.0423,4.559,1.6456,1.4269
140.16,6.8266,7.9528,4.5113,1.6432,1.4153
139.49,6.7943,7.8963,4.4752,1.6377,1.4113
139.04,6.7618,7.8539,4.4462,1.6437,1.4065
138.02,6.7722,7.9025,4.4667,1.635,1.4134
137.31,6.7518,7.8828,4.4556,1.6395,1.4127
138.77,6.7793,7.9265,4.4704,1.6466,1.4178
138.05,6.8095,7.9769,4.4992,1.6464,1.4228
138.11,6.823,7.9893,4.5077,1.6461,1.4255
137.71,6.8289,7.9864,4.5028,1.6505,1.4305
139.77,6.9029,8.0748,4.5477,1.6772,1.4455
141.51,6.9977,8.2033,4.6138,1.6748,1.4587
141.05,6.987,8.1801,4.5943,1.6929,1.4565
141.54,6.9624,8.1493,4.5781,1.6705,1.4483
143.53,7.0382,8.2532,4.6272,1.6871,1.4607
143.67,7.0775,8.288,4.6432,1.6822,1.4645
143.25,7.0737,8.2946,4.6559,1.6801,1.4641
142.19,7.0478,8.2609,4.6327,1.6731,1.462
142.11,7.0367,8.236,4.623,1.6713,1.4589
143.11,7.0604,8.2589,4.6345,1.6835,1.4615
143.75,7.068,8.2817,4.6399,1.6675,1.4612
141.94,7.0346,8.2558,4.6291,1.6549,1.4589
141.21,7.0308,8.2314,4.6159,1.6601,1.4547
138.24,6.9844,8.1638,4.5786,1.6608,1.4451
140.49,7.0013,8.1883,4.6037,1.6706,1.4519
140.62,7.0417,8.2048,4.6224,1.6755,1.4541
140.51,7.0434,8.2071,4.6195,1.6635,1.4538
141.69,7.0868,8.3031,4.6564,1.6482,1.462
143.93,7.1722,8.4317,4.7199,1.6673,1.4779
143.92,7.1785,8.4275,4.7187,1.6644,1.4769
141.66,7.1146,8.3656,4.6865,1.6582,1.4685
140.16,7.1223,8.4154,4.7076,1.6428,1.4732
139.59,7.1465,8.4167,4.7094,1.6409,1.4741
138.72,7.135,8.3896,4.6949,1.6413,1.4701
138.68,7.1586,8.4057,4.6951,1.6442,1.47
137.36,7.1402,8.4063,4.6907,1.6459,1.4687
137.25,7.1735,8.449,4.6998,1.6439,1.4719
136.05,7.1831,8.4165,4.6952,1.6426,1.4679
135.95,7.2024,8.397,4.7045,1.6541,1.4709
135.34,7.1334,8.3647,4.6833,1.6539,1.4676
136.49,7.1449,8.4143,4.7076,1.6656,1.4722
136.05,7.085,8.3664,4.6782,1.6463,1.4639
135.34,7.0638,8.2999,4.6422,1.6518,1.4588
134.46,7.1028,8.2594,4.6363,1.6551,1.4576
135.76,7.0972,8.2591,4.6254,1.6548,1.4598
136.32,7.0899,8.2744,4.6211,1.6561,1.4589
135.01,7.0786,8.1812,4.5836,1.6601,1.4531
133.91,7.0513,8.1522,4.5673,1.6633,1.45
133.85,7.0691,8.1702,4.5725,1.6692,1.4529
137.07,7.0893,8.2839,4.6185,1.6645,1.4622
137.38,7.0967,8.2847,4.6248,1.6707,1.4667
138.1,7.0886,8.2887,4.6285,1.6584,1.4676
137.9,7.0506,8.2969,4.6191,1.644,1.4642
137.18,6.9944,8.2948,4.5955,1.6273,1.4561
136.84,6.9594,8.2655,4.5847,1.6333,1.4559
137.06,6.9759,8.2838,4.5956,1.6366,1.4605
136.63,6.9548,8.2581,4.5816,1.6362,1.4585
137.01,6.9441,8.2703,4.5886,1.6119,1.4545
137.13,6.9381,8.2267,4.5741,1.6221,1.4556
135.57,6.9377,8.3045,4.6142,1.6118,1.4602
136.15,6.9837,8.3735,4.6485,1.6102,1.4666
137.73,7.0398,8.4325,4.6815,1.624,1.4757
138.83,7.0332,8.4859,4.6784,1.6193,1.4784
139.61,7.0228,8.5406,4.6716,1.6053,1.482
138.53,6.9448,8.494,4.6415,1.595,1.4779
138.4,6.9008,8.4698,4.5961,1.6016,1.4763
136.32,6.932,8.5298,4.603,1.5957,1.4732
136.26,6.8939,8.4867,4.5799,1.5991,1.4769
136.29,6.9199,8.5112,4.5972,1.5874,1.4803
137.01,6.9405,8.544,4.6112,1.5938,1.4874
134.87,6.9115,8.5134,4.585,1.5849,1.4801
135.32,6.9448,8.5554,4.6046,1.5816,1.4848
135.3,6.9498,8.5617,4.604,1.5718,1.4844
134.76,6.9783,8.5917,4.6185,1.5657,1.4867
135.08,7.0026,8.6226,4.643,1.586,1.4938
135.35,7.0311,8.6596,4.6534,1.5911,1.4985
135.17,7.0403,8.6918,4.6677,1.6014,1.5028
135.47,7.0666,8.7081,4.6779,1.5947,1.5064
136.66,7.055,8.6767,4.6707,1.6054,1.5051
135.93,6.9862,8.5861,4.6238,1.5838,1.4921
134.07,7.0007,8.6117,4.6324,1.5787,1.4919
133.71,6.9933,8.5897,4.6396,1.5812,1.4912
132.65,7.0003,8.5948,4.6401,1.5822,1.4919
132.96,7.0137,8.6285,4.6483,1.586,1.4957
131.57,7.0152,8.6387,4.6415,1.5997,1.496
131.4,7.0031,8.6101,4.6157,1.6026,1.4952
131.27,7.0176,8.6391,4.6364,1.613,1.498
130.05,6.9817,8.5996,4.6147,1.6168,1.4966
129.67,7.0117,8.6026,4.6239,1.6216,1.4993
129.3,6.9738,8.5815,4.6087,1.613,1.4947
128.46,6.9633,8.6007,4.6098,1.6053,1.4949
128.54,7.0063,8.6688,4.6414,1.6185,1.5058
127.31,6.9454,8.5974,4.6028,1.6055,1.4966
126.03,6.8805,8.5183,4.5556,1.5958,1.4856
125.55,6.8846,8.5154,4.5426,1.5861,1.4831
126.17,6.9065,8.5411,4.5661,1.6005,1.4872
128.18,6.9996,8.6547,4.637,1.6329,1.5042
128.08,7.0153,8.6785,4.6595,1.6404,1.5059
128.15,7.0462,8.7234,4.6802,1.6484,1.515
129.31,7.067,8.7514,4.7019,1.6628,1.5201
129.64,7.0828,8.7578,4.7107,1.6651,1.5176
128.28,7.0601,8.7178,4.6896,1.6692,1.5125
130.58,7.1669,8.8529,4.748,1.6679,1.5253
130.54,7.1771,8.8495,4.7472,1.6848,1.5268
130.2,7.1831,8.8443,4.7387,1.687,1.5265
130.59,7.184,8.8566,4.7528,1.6896,1.5255
130.84,7.206,8.8692,4.7612,1.695,1.5278
131.56,7.2101,8.8712,4.7595,1.7108,1.5291
131.18,7.1969,8.8527,4.7493,1.7143,1.5265
130.6,7.1937,8.8283,4.742,1.7112,1.5247
132.24,7.2564,8.9054,4.7832,1.7085,1.5339
132.42,7.2722,8.9142,4.7855,1.7076,1.5345
132.04,7.2759,8.9106,4.7853,1.7107,1.5349
131.68,7.2636,8.8923,4.774,1.7196,1.5349
131.59,7.2807,8.9202,4.7909,1.7278,1.5389
131.72,7.2923,8.9286,4.7914,1.7287,1.5419
129.63,7.1795,8.7966,4.7215,1.7001,1.5212
129.37,7.2026,8.8245,4.7392,1.701,1.5254
129.12,7.1625,8.7779,4.7129,1.7032,1.5199
128.79,7.0963,8.6994,4.6693,1.6983,1.511
128.68,7.0857,8.681,4.6668,1.7031,1.5109
128.74,7.1061,8.6951,4.6844,1.6872,1.5089
128.86,7.1293,8.7791,4.7268,1.6865,1.5162
128.49,7.1325,8.7725,4.7213,1.6911,1.5157
128.62,7.1533,8.8003,4.7352,1.6901,1.5216
129.14,7.1946,8.837,4.7508,1.6884,1.526
129.53,7.1936,8.8274,4.7489,1.6731,1.5261
129.86,7.2003,8.8392,4.757,1.6684,1.5293
130.39,7.2212,8.8576,4.7554,1.6798,1.5349
130.64,7.2402,8.8844,4.7704,1.6765,1.5374
130.17,7.2728,8.9119,4.7831,1.6745,1.5418
130.98,7.2913,8.9289,4.7875,1.6676,1.5427
131.19,7.2379,8.863,4.7595,1.6775,1.5358
130.95,7.2255,8.8384,4.7515,1.6772,1.5342
130.45,7.2128,8.8233,4.7536,1.6753,1.5344
130.9,7.206,8.8133,4.7553,1.6748,1.5356
131.05,7.2187,8.8272,4.767,1.6752,1.5388
131.03,7.2087,8.8227,4.7466,1.6597,1.534
131.17,7.1924,8.7919,4.7214,1.6668,1.531
130.56,7.2174,8.8541,4.7379,1.6651,1.5333
130.38,7.1947,8.8333,4.7184,1.6579,1.5279
130.44,7.223,8.8399,4.7336,1.6545,1.533
129.97,7.1994,8.8127,4.7269,1.6625,1.5309
130.16,7.2159,8.838,4.7369,1.6602,1.5335
129.79,7.2087,8.8246,4.7318,1.666,1.5354
129.45,7.2064,8.8255,4.748,1.6589,1.5343
129.39,7.2056,8.8215,4.7502,1.6609,1.5379
129.08,7.1999,8.8155,4.7617,1.6674,1.5422
128.44,7.1965,8.8111,4.754,1.6726,1.5414
127.98,7.1882,8.7943,4.7645,1.6778,1.5415
128.28,7.2234,8.8388,4.7807,1.6738,1.5459
129.37,7.2183,8.8432,4.7685,1.661,1.5455
128.25,7.1691,8.7861,4.7638,1.6689,1.5405
128.45,7.1956,8.8227,4.786,1.6723,1.5469
128.19,7.1777,8.7967,4.7678,1.6651,1.542
128.2,7.1814,8.7918,4.7488,1.6635,1.5396
128.21,7.2114,8.8186,4.7693,1.6672,1.5446
128.57,7.1726,8.8088,4.7733,1.6659,1.5415
127.83,7.1671,8.7753,4.7635,1.6607,1.538
127.78,7.1986,8.8053,4.7817,1.6703,1.5456
127.97,7.1935,8.8006,4.7772,1.6634,1.5466
127.94,7.2297,8.8375,4.7964,1.6662,1.5501
128.27,7.2065,8.8154,4.7745,1.6548,1.5431
128.2,7.2395,8.8601,4.7753,1.6644,1.5521
128.21,7.2002,8.795,4.7793,1.6552,1.5441
128.82,7.2149,8.8045,4.7863,1.6538,1.547
129.41,7.1676,8.7514,4.7468,1.6394,1.535
129.06,7.16,8.7372,4.7183,1.6257,1.533
129.36,7.1943,8.7744,4.7277,1.6241,1.5381
128.69,7.1975,8.7875,4.7204,1.6095,1.5357
128.22,7.2027,8.7832,4.7152,1.6098,1.5344
129.58,7.2419,8.8366,4.7439,1.6106,1.5408
129.78,7.217,8.814,4.729,1.6162,1.5364
129.89,7.2627,8.8544,4.7359,1.6186,1.5393
130.32,7.3034,8.9156,4.7624,1.6174,1.5457
130.5,7.3047,8.9206,4.7692,1.6293,1.5494
130.59,7.3292,8.9299,4.7765,1.6318,1.5516
130.9,7.3866,9.0035,4.8006,1.6285,1.5585
130.9,7.3989,9.0186,4.8039,1.6192,1.5601
131.29,7.4048,9.0175,4.8111,1.6151,1.5611
130.98,7.3756,8.967,4.7919,1.6242,1.5581
131.77,7.3983,9.0059,4.8052,1.6235,1.5627
131.9,7.4082,9.0114,4.8089,1.622,1.5627
132.03,7.4239,9.0297,4.8135,1.626,1.5637
132.19,7.4077,9.0108,4.8066,1.6097,1.5624
132.62,7.4488,9.0563,4.8222,1.6255,1.5676
131.7,7.4169,9.0167,4.8111,1.6146,1.5623
132,7.426,9.0363,4.8263,1.6211,1.5665
132.47,7.4124,9.0335,4.8174,1.6172,1.5637
131.88,7.4142,9.0191,4.817,1.6235,1.5633
132.43,7.4337,9.0412,4.8265,1.6257,1.5669
132.85,7.4463,9.0487,4.8387,1.6214,1.5672
132.78,7.4302,9.0375,4.8369,1.6219,1.5629
133.12,7.4464,9.0635,4.8619,1.6294,1.5666
132.46,7.4617,9.0268,4.8406,1.6436,1.5659
132.65,7.4663,9.0258,4.8241,1.6445,1.5637
131.65,7.4683,9.0244,4.8195,1.6506,1.5642
131.3,7.4482,8.9952,4.8098,1.6647,1.5646
131.06,7.4522,8.9915,4.8132,1.6591,1.5664
130.7,7.4644,9.0049,4.8264,1.668,1.5665
129.32,7.4591,9.0066,4.8335,1.6686,1.5681
128.78,7.4536,9.0008,4.837,1.6676,1.5697
128.52,7.4407,8.9876,4.8297,1.6728,1.5712
128.99,7.4805,9.0324,4.8482,1.665,1.5743
129.21,7.5013,9.0597,4.8569,1.6687,1.5777
128.97,7.4781,9.0304,4.8482,1.6751,1.5733
129.67,7.4847,9.0184,4.8475,1.6858,1.576
129.89,7.5347,9.0714,4.8769,1.6826,1.5822
130.17,7.5433,9.0882,4.8843,1.6781,1.5846
129.74,7.5609,9.1054,4.8991,1.6711,1.584
129.49,7.5803,9.124,4.9085,1.6687,1.5865
128.88,7.5643,9.1205,4.8992,1.6622,1.5798
128.5,7.585,9.1333,4.9174,1.6696,1.5855
128.34,7.5945,9.1389,4.9118,1.6707,1.5866
128.18,7.5726,9.1188,4.9098,1.6694,1.5839
129.61,7.6044,9.1691,4.914,1.6658,1.5851
128.67,7.5849,9.1575,4.8952,1.6548,1.5805
129.11,7.6069,9.2021,4.917,1.6666,1.586
130.08,7.6168,9.1899,4.917,1.6625,1.587
129.62,7.6059,9.1641,4.8893,1.6575,1.5821
130.03,7.6228,9.2086,4.8998,1.6554,1.5847
130.1,7.6402,9.2072,4.9123,1.6617,1.5901
130.31,7.6376,9.1971,4.9135,1.6633,1.5909
130.51,7.667,9.2197,4.9284,1.6667,1.5956
130.34,7.6611,9.2226,4.9212,1.6612,1.5926
130.54,7.6555,9.2285,4.9227,1.6654,1.5941
130.31,7.6503,9.2075,4.9256,1.6702,1.5921
130.35,7.6421,9.1907,4.9085,1.6776,1.5916
129.95,7.6465,9.2086,4.9194,1.676,1.5897
129.66,7.6347,9.1891,4.9057,1.6844,1.5881
129.59,7.6195,9.1619,4.9279,1.6927,1.5888
129.6,7.6285,9.1625,4.9363,1.6882,1.592
129,7.6031,9.1357,4.935,1.69,1.5901
128.74,7.6042,9.1448,4.9525,1.6893,1.5918
129.02,7.599,9.1313,4.952,1.7063,1.5924
127.97,7.5854,9.0924,4.9456,1.7108,1.5907
128.21,7.5901,9.1121,4.9573,1.7101,1.5942
128.67,7.5976,9.1299,4.9682,1.698,1.5942
128.57,7.6244,9.1704,4.9869,1.6983,1.5993
128.75,7.6243,9.1641,4.9884,1.6754,1.5967
129.64,7.6237,9.1573,4.9854,1.6776,1.5967
129.61,7.6036,9.1336,4.9691,1.6716,1.5933
129.68,7.5996,9.1187,4.9684,1.6704,1.5924
129.48,7.5975,9.1228,4.9566,1.6758,1.592
129.5,7.619,9.1521,4.9731,1.6763,1.5943
129.64,7.6379,9.1827,4.9814,1.6737,1.5952
129.79,7.6555,9.216,4.9977,1.6759,1.5996
129.31,7.6638,9.2236,5.0077,1.6784,1.6
129.7,7.6818,9.2428,5.0161,1.6953,1.6056
130.17,7.6807,9.2398,5.0218,1.7041,1.6069
130.39,7.6838,9.2451,5.018,1.699,1.609
130.41,7.6691,9.2272,5.0324,1.6986,1.6072
129.97,7.6722,9.188,5.0003,1.7013,1.6057
129.98,7.6799,9.1915,4.999,1.6956,1.6059
130.05,7.6426,9.1656,4.9877,1.6889,1.6032
130.11,7.6224,9.142,4.9733,1.6846,1.5997
129.83,7.6153,9.1506,4.9726,1.6906,1.602
129.63,7.6201,9.1518,4.9825,1.7004,1.6104
129.03,7.6305,9.1529,4.9743,1.7049,1.6106
128.96,7.6344,9.1419,4.9717,1.6986,1.6045
130.03,7.6373,9.1684,4.9681,1.6836,1.5993
129.93,7.6304,9.1726,4.9627,1.6888,1.5995
130.3,7.6268,9.1742,4.9616,1.6819,1.599
130.55,7.6598,9.197,4.965,1.6981,1.6014
130.55,7.6751,9.2052,4.9678,1.7019,1.6027
130.46,7.6834,9.2117,4.9691,1.6982,1.6029
129.91,7.6832,9.1967,4.9501,1.7048,1.602
130.86,7.6478,9.19,4.9241,1.676,1.5924
130.99,7.6545,9.1942,4.9193,1.6703,1.592
131.58,7.6677,9.2182,4.9315,1.6901,1.596
131.74,7.6594,9.1838,4.9225,1.6988,1.5969
132.42,7.6842,9.2273,4.9426,1.6965,1.5989
131.43,7.6742,9.2293,4.9336,1.7026,1.5976
131.54,7.6814,9.2297,4.9353,1.7,1.5985
132.13,7.6922,9.2459,4.9379,1.6926,1.6014
132.27,7.7139,9.2751,4.9664,1.6881,1.6035
132.2,7.7193,9.2675,4.9654,1.6903,1.6039
132.44,7.7393,9.2807,4.9734,1.6945,1.6064
131.5,7.7014,9.2365,4.9497,1.7011,1.6009
130.91,7.6916,9.2326,4.9318,1.7057,1.5989
131.12,7.6619,9.2379,4.9246,1.7069,1.5978
132.09,7.6877,9.2694,4.9419,1.7025,1.6
133.19,7.7582,9.4107,4.9921,1.695,1.6073
133.28,7.7502,9.3991,4.9849,1.6987,1.6063
132.95,7.7501,9.4008,4.9841,1.6959,1.607
132.88,7.7519,9.4089,4.981,1.6931,1.606
